관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,시도
11680-00022,학동근린공원,근린공원,,서울특별시 강남구 논현동 26,37.51548988,127.0252037,29947.0,"배트민턴장, 운동기구 등",,"음수대, 파고라, 정자, 장의자 등",,,,,02-3423-6244,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00024,도곡근린공원,근린공원,,서울특별시 강남구 도곡동 산31-1,37.48946129,127.0440022,254648.0,"농구장, 배드민턴장, 운동기구 등",,"파고라, 정자, 장의자 등",,,,,02-3423-6247,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00025,싸리고개근린공원,근린공원,,서울특별시 강남구 도곡동 550,37.48962828,127.0363246,15072.5,운동기구 등,,"파고라, 정자, 장의자 등",,,,,02-3423-6247,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00001,도산근린공원,근린공원,,서울특별시 강남구 신사동 649-9,37.523911,127.0356032,29816.5,운동기구 등,,"음수대, 파고라, 장의자 등","도산전시관, 동상",,,,02-3423-6244,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00003,대청근린공원,근린공원,,서울특별시 강남구 일원동 621,37.4924161491,127.0833735566,14089.1,운동기구 등,"그네, 시소, 조합놀이대 등","음수대, 파고라, 장의자 등",,,,,02-3423-6248,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00004,늘푸른근린공원,근린공원,,서울특별시 강남구 일원동 690,37.48951135,127.0773393,11410.3,"농구장, 배드민턴장, 운동기구 등","그네, 시소, 조합놀이대 등","파고라, 정자, 장의자 등",,,,,02-3423-6248,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00005,개포서근린공원,근린공원,,서울특별시 강남구 개포동 180,37.4885944,127.0635583,11219.2,"농구장, 운동기구 등",,"파고라, 장의자 등",,,,,02-3423-6248,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00007,대치근린공원,근린공원,,서울특별시 강남구 대치동 512,37.495123,127.0699032,10408.9,"농구장, 운동기구 등","그네, 조합놀이대 등","파고라, 장의자 등",,,,,02-3423-6244,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00008,늘벗근린공원,근린공원,,서울특별시 강남구 대치동 501,37.48928087,127.0563303,19812.3,"게이트볼장, 농구장, 족구장, 운동기구 등","그네, 조합놀이대 등","음수대, 파고라, 장의자 등",,,,,02-3423-6244,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00009,독골근린공원,근린공원,,서울특별시 강남구 도곡동 461,37.484552,127.0468249,10022.9,운동기구 등,"그네, 조합놀이대 등","음수대, 파고라, 장의자 등",,,,,02-3423-6244,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00010,포이근린공원,근린공원,,서울특별시 강남구 개포동 1239-21,37.47967612,127.0447815,16811.4,운동기구 등,,"음수대, 장의자 등",,,,,02-3423-6248,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00012,배밭근린공원,근린공원,,서울특별시 강남구 개포동 181,37.48821488,127.0594681,11627.2,운동기구 등,,"파고라, 정자, 장의자 등",,,,,02-3423-6248,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00013,학여울근린공원,근린공원,,서울특별시 강남구 개포동 183-1,37.48970641,127.0682905,12505.6,운동기구 등,,"음수대, 파고라, 장의자 등",,,,,02-3423-6248,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00014,청수근린공원,근린공원,,서울특별시 강남구 청담동 134-13,37.523249,127.0584463,17402.0,운동기구 등,,"음수대, 파고라, 장의자 등",,,,,02-3423-6244,2025-01-19,3220000,서울특별시 강남구,서울특별시
41173-00066,해오름공원(19호),문화공원,,경기도 안양시 동안구 관양동 1668,37.4104678889,126.970273661,40726.1,,,,,,2007-11-09,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41171-00036,명학공원(22호),근린공원,,경기도 안양시 만안구 안양동 572,37.38414914,126.9325686,11313.9,,,,,,2008-05-28,경기도 안양시 공원관리과,031-8045-5289,2025-11-26,3830000,경기도 안양시,경기도
11680-00123,해찬솔근린공원,근린공원,,서울특별시 강남구 자곡동 627,37.47039047,127.0923987,12093.0,운동기구 등,,,,,,,02-3423-6245,2025-01-19,3220000,서울특별시 강남구,서울특별시
11680-00124,물맞이공원,수변공원,,서울특별시 강남구 세곡동 604-1,37.465664,127.097181,10399.2,,,,,,,,02-3423-6245,2025-01-19,3220000,서울특별시 강남구,서울특별시
41171-00023,병목안시민공원(5호),체육공원,,경기도 안양시 만안구 안양동 산82-2,37.385288,126.907674,113141.0,,,,,,2001-12-07,경기도 안양시 공원관리과,031-8045-5289,2025-11-26,3830000,경기도 안양시,경기도
41171-00026,삼덕공원(16호),근린공원,,경기도 안양시 만안구 안양동 782-24,37.397381,126.916411,19434.6,,,,,,2005-12-07,경기도 안양시 공원관리과,031-8045-5289,2025-11-26,3830000,경기도 안양시,경기도
41173-00062,동편공원(20호),근린공원,,경기도 안양시 동안구 관양동 1660,37.4099049124,126.9740262445,14840.4,,,,,,2007-01-02,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41173-00048,평촌공원(9호),근린공원,,경기도 안양시 동안구 관양동 1589-2,37.3960577636,126.9578030512,29598.7,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41173-00049,평화공원(10호),근린공원,,경기도 안양시 동안구 비산동 1104-2,37.390367703,126.9482385448,10019.2,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41173-00051,중앙공원(12호),근린공원,,경기도 안양시 동안구 평촌동 895,37.390137,126.961331,119843.1,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41173-00022,학운공원(7호),근린공원,,경기도 안양시 동안구 비산동 1100,37.39885166,126.9472781,52842.7,,,,,,1989-12-20,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41171-00012,골안공원(14호),근린공원,,경기도 안양시 만안구 안양동 1280,37.3774263954,126.9362214665,10818.2,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5289,2025-11-26,3830000,경기도 안양시,경기도
41171-00007,충훈공원(2호),문화공원,,경기도 안양시 만안구 석수동 산178,37.4102250463,126.9002863532,106996.5,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5289,2025-11-26,3830000,경기도 안양시,경기도
41171-00008,생태예술공원(1호),문화공원,,경기도 안양시 만안구 안양동 산16-1,37.4191389451,126.935980408,3282144.4,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5289,2025-11-26,3830000,경기도 안양시,경기도
41173-00001,호계공원(6호),근린공원,,경기도 안양시 동안구 호계동 165-8,37.3804569235,126.9414111738,305583.9,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41173-00002,자유공원(13호),근린공원,,경기도 안양시 동안구 호계동 1112,37.379981,126.964031,192491.4,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41173-00003,임곡공원(24호),근린공원,,경기도 안양시 동안구 비산동 산140,37.405528969,126.9389694913,35536.0,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41173-00004,운곡공원(8호),근린공원,,경기도 안양시 동안구 비산동 249-6,37.402484077,126.9486235965,30148.0,,,,,,1976-03-27,경기도 안양시 공원관리과,031-8045-5015,2025-11-26,3830000,경기도 안양시,경기도
41430-00057,풍경공원,수변공원,,경기도 의왕시 학의동 1162,37.36924143,127.003027,14205.2,,,,,,2015-01-23,경기도 의왕시청,031-345-3533,2025-11-28,4030000,경기도 의왕시,경기도
41430-00059,갈미한글공원,문화공원,,경기도 의왕시 내손동 228-1,37.37796498,126.9849552,12537.0,,,,,분수,2011-05-17,경기도 의왕시청,031-345-3534,2025-11-28,4030000,경기도 의왕시,경기도
41430-00060,내손공원,체육공원,경기도 의왕시 내손공원길 39,경기도 의왕시 내손동 666,37.38728649,126.9831857,30556.8,축구장,미끄럼틀+그네,화장실,,,1981-12-24,경기도 의왕시청,031-345-2562,2025-11-28,4030000,경기도 의왕시,경기도
41430-00061,고천체육공원,체육공원,경기도 의왕시 오전로 18,경기도 의왕시 왕곡동 270-2,37.34790019,126.9823494,15635.0,축구장+테니스장+배구+배드민턴,미끄럼틀,매점+화장실+주차장,,,1995-04-19,경기도 의왕시청,031-345-2562,2025-11-28,4030000,경기도 의왕시,경기도
41430-00062,부곡체육공원,체육공원,경기도 의왕시 부곡공원길 6,경기도 의왕시 월암동 421,37.31463423,126.9587538,34503.0,축구장+씨름장+배구+배스민턴,미끄럼틀,화장실+주차장,,,2000-06-20,경기도 의왕시청,031-345-2562,2025-11-28,4030000,경기도 의왕시,경기도
41430-00053,아랫골공원,수변공원,,경기도 의왕시 삼동 624,37.31739897,126.9582301,17685.8,,,,,,2014-10-31,경기도 의왕시청,031-345-3534,2025-11-28,4030000,경기도 의왕시,경기도
41430-00055,여울공원,수변공원,경기도 의왕시 속말길 27,경기도 의왕시 학의동 1098,37.37272849,127.0077017,28173.6,,,,,,2015-01-23,경기도 의왕시청,031-345-3533,2025-11-28,4030000,경기도 의왕시,경기도
41430-00001,현충탑공원,근린공원,경기도 의왕시 왕곡로 47-18,경기도 의왕시 왕곡동 591,37.34762923,126.9798334,14328.0,야외운동기구,,,,,1991-03-07,경기도 의왕시청,031-345-3534,2025-11-28,4030000,경기도 의왕시,경기도
41430-00002,자연학습공원,근린공원,경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3,37.30710897,126.9531542,80715.0,,집와이어,주차장+화장실+푸드트럭,방문자안내소,도섭지+습지,1998-05-15,경기도 의왕시청,031-345-3536,2025-11-28,4030000,경기도 의왕시,경기도
41430-00003,갈미문학공원,근린공원,경기도 의왕시 계원대학로 48,경기도 의왕시 내손동 765,37.37915592,126.9769937,10000.0,야외운동기구+농구장+배드민턴장,,화장실,,,1999-10-06,경기도 의왕시청,031-345-3534,2025-11-28,4030000,경기도 의왕시,경기도
41430-00005,언덕공원,근린공원,,경기도 의왕시 내손동 722,37.38225836,126.9760992,22214.5,야외운동기구,조합놀이대,,,,1981-12-24,경기도 의왕시청,031-345-3534,2025-11-28,4030000,경기도 의왕시,경기도
41430-00006,빛솔공원,근린공원,,경기도 의왕시 내손동 847-1,37.38730197,126.9772247,14609.0,야외운동기구,,,,바닥분수,2004-12-24,경기도 의왕시청,031-345-3534,2025-11-28,4030000,경기도 의왕시,경기도
41430-00007,백운호수공원,근린공원,,경기도 의왕시 학의동 산75-5,37.37966245,127.0059513,638180.0,,,,,,2002-06-21,경기도 의왕시청,031-345-3533,2025-11-28,4030000,경기도 의왕시,경기도
41430-00008,한직공원,근린공원,,경기도 의왕시 청계동 993,37.38953862,126.9999537,10000.3,야외운동기구+배드민턴장,조합놀이대+그네,,,,2003-11-12,경기도 의왕시청,031-345-3535,2025-11-28,4030000,경기도 의왕시,경기도
41430-00009,가막들공원,근린공원,경기도 의왕시 양지편로 41-2,경기도 의왕시 청계동 974,37.39163105,126.9956956,18360.8,다목적운동장+야외운동기구,조합놀이대+흔들놀이기구,화장실,,,2003-11-12,경기도 의왕시청,031-345-3535,2025-11-28,4030000,경기도 의왕시,경기도
41430-00010,물빛공원,근린공원,,경기도 의왕시 포일동 647-1,37.39905763,126.9849477,25326.4,야외운동기구+배드민턴장,조합놀이대+흔들놀이기구,,,분수,2006-01-12,경기도 의왕시청,031-345-3535,2025-11-28,4030000,경기도 의왕시,경기도
41430-00011,산빛공원,근린공원,경기도 의왕시 포일세거리로 44,경기도 의왕시 포일동 654,37.39916058,126.9880189,37712.3,야외운동기구,조합놀이대+흔들놀이기구,화장실,,분수,2006-01-12,경기도 의왕시청,031-345-3535,2025-11-28,4030000,경기도 의왕시,경기도
41430-00012,왕송호수공원,근린공원,,경기도 의왕시 초평동 278-1,37.31254878,126.9444365,210915.0,야외운동기구,레일바이크,주차장+화장실+푸드트럭,조류생태과학관,분수+인공습지,2013-09-06,경기도 의왕시청,031-345-3536,2025-11-28,4030000,경기도 의왕시,경기도
11230-00048,간데메,근린공원,,서울특별시 동대문구 답십리동 471,37.57278098,127.0490643,15179.7,,,,,,1997-03-03,서울특별시 동대문구청,02-2127-4398,2025-06-09,3050000,서울특별시 동대문구,서울특별시
41800-00003,은대근린공원,근린공원,경기도 연천군 전곡읍 은전로 47,경기도 연천군 전곡읍 은대리 573,38.02808666,127.0649738,92960.0,,,,,,2000-11-30,경기도 연천군청,031-839-2346,2025-06-28,4140000,경기도 연천군,경기도
11710-00001,가락,근린공원,서울특별시 송파구 양재대로64길 42,서울특별시 송파구 가락동 37,37.498469,127.125124,27648.2,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00003,개롱,근린공원,서울특별시 송파구 동남로 178,서울특별시 송파구 가락동 195,37.493407,127.130026,21544.4,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00004,거여,근린공원,서울특별시 송파구 오금로51길 20,서울특별시 송파구 거여동 11,37.497007,127.140981,16185.1,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00005,건너말,근린공원,서울특별시 송파구 중대로10길 29,서울특별시 송파구 가락동 110,37.491603,127.123473,11327.8,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00006,글샘,근린공원,,"서울특별시 송파구 문정동 621,625",37.48044523,127.1205075,27289.9,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00007,글샘작은,근린공원,,서울특별시 송파구 문정동 631,37.477494,127.1212146,10209.9,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00009,누에머리,근린공원,서울특별시 송파구 동남로30길 29,서울특별시 송파구 오금동 110,37.50381027,127.141799,18607.5,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00012,마천,근린공원,서울특별시 송파구 성내천로23길 12,서울특별시 송파구 마천동 11,37.50128584,127.1456483,10962.5,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
11710-00015,문정,근린공원,,서울특별시 송파구 문정동 18-4 외,37.486486,127.128916,49972.0,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
