시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
의왕시,관리처분,재개발,고천나구역,경기도 의왕시 고천동 265번지 일원,90406,1970~1990,283,737,129,274,201,40,93,1912,850,966,96,1816,,889,850,77,,96,96,,,109%,297%,823,790,조합,2008,2023,2008-04-24,2008-12-31,2009-08-06,2011-12-02,2023-10-12,2012-07-23,,,,2020-12-17,2022-07-28,,,,,,031-345-3492,
의왕시,조합설립,재개발,오전라구역,경기도 의왕시 오전동 323-3번지 일원,15939,1977~2006,49,161,19,61,51,12,18,477,477,,,477,,,477,,,,,,,300%,694%,87,87,조합,2012,2025,2009-08-21,2009-12-31,2011-02-24,2012-02-22,,2025-07-08,,,,,,,,,,,031-345-3497,
의왕시,사업시행,재건축,부곡다구역,경기도 의왕시 삼동 146번지일원,60916,1977~2004,99,1324,,,,,,1511,1511,,,1511,,1183,328,,,,,,,187%,292%,1282,1123,조합,2016,2030,2008-04-24,2016-12-31,2019-09-23,2019-09-23,2022-06-23,2021-03-31,2015-07-27,2016-02-13,,2025-01-10,,,,,,,031-345-3498,
의왕시,예정구역,재건축,무궁화아파트,경기도 의왕시 오전동 854 일원,19682,1995,4,370,,40,330,,,,,,,,,,,,,,,,,206.10%,270%,,,,,,2022-01-10,2028-12-31,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,동백아파트,경기도 의왕시 오전동 849 일원,55205,1995,12,1074,,,1074,,,,,,,,,,,,,,,,,211.00%,270%,,,,,,2022-01-10,2028-12-31,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,인스빌아파트,경기도 의왕시 왕곡동 592번지 일원,36339,1994,8,504,,,,504,,,,,,,,,,,,,,,,202.16~202.25%,270%,,,,,,2022-01-10,2027-12-31,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,백합목련아파트,경기도 의왕시 오전동 842번지 일원,35210,1994,7,814,,412,402,,,,,,,,,,,,,,,,,199.56~203.5%,270%,,,,,,2022-01-10,2027-12-31,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,인덕원삼호아파트,경기도 의왕시 포일동 441-2번지 일원,27834,1991~1993,7,684,,,624,60,,,,,,,,,,,,,,,,247.10%,270%,,,,,,2022-01-10,2026-12-31,,,,,2023-03-22,2024-03-20,,,,,,,,,031-345-3498,
의왕시,청산,재건축,의왕내손주택,경기도 의왕시 내손동 842번지,32691,1985,27,519,,167,352,,,696,519,123,54,642,,97,280,265,,54,,54,,110%,250%,519,519,조합,2003,2009,2004-12-24,,,2005-04-11,2008-11-26,2003-06-12,2002-10-25,2003-01-23,,2005-05-16,2006-06-29,2006-10-30,2009-04-28,2009-03-31,2009-05-26,,031-345-3497,
의왕시,착공,재개발,내손다구역,경기도 의왕시 내손동 683번지일원,152885,1984~1993,448,1397,677,372,13,11,324,2633,1602,899,132,2501,30,1355,866,247,3,132,132,,,122%,276%,1399,1316,조합,2008,2025,2008-04-24,2008-12-31,2009-08-06,2011-06-15,2023-03-28,2014-07-08,,,,2018-04-11,2019-06-12,2022-04-01,2022-09-20,,,,031-345-3494,
의왕시,예정구역,재건축,장미아파트,경기도 의왕시 삼동 462-32번지 일원,15510,1995,3,520,,520,,,,,,,,,,,,,,,,,,214.30%,270%,,,,,,2022-01-10,2028-12-31,,,,,,,,,,,,,,,031-345-3498,
의정부시,준공,재개발,가능1구역,경기도 의정부시 가능동 581-1번지 일원,24847,1958~2005,95,245,206,7,5,27,,466,109,331,26,440,50,235,155,,,26,26,,,100~200%,230%,153,101,조합,2014,2023,,,,2010-08-24,2018-09-04,2008-06-04,,,2011-08-26,2014-04-03,2017-05-29,2020-03-31,2020-04-23,2024-06-28,2024-11-07,,031-828-8842,
의정부시,준공,주거환경개선,안말2,경기도 의정부시 호원동 252번지 일원,38238,1951~2004,102,108,108,,,,,,,,,,,,,,,,,,,80%,,87,,市,2006,2012,,,,2009-03-10,,,,,,2012-04-12,,2012-04-24,,2013-11-01,,,031-828-8842,
의정부시,준공,재개발,가능2구역,경기도 의정부시 가능동 224-24번지 일원,22840,1958~2004,62,175,147,5,4,19,,420,75,321,24,396,45,83,245,23,,24,24,,,100~200%,230%,99,75,조합,2014,2023,,,,2010-07-16,2012-12-10,2008-06-03,,,2010-11-17,2014-01-24,2017-02-16,2018-12-07,2018-12-13,2021-08-20,2022-01-26,,031-828-8844,
의정부시,준공,재개발,중앙3구역,경기도 의정부시 의정부동 394-11번지 일원,36193,1993~2003,84,759,637,23,15,84,,926,586,222,118,808,,364,444,,,118,44,74,,100~200%,300%,631,628,조합,2014,2025,,2008-12-31,2009-11-06,2010-12-01,2015-09-11,2008-07-02,,,2011-07-20,2016-05-17,2018-01-30,2020-09-29,2020-06-30,2023-08-31,2025-03-17,,031-828-8842,
의정부시,착공,재개발,장암1구역,경기도 의정부시 신곡동 571-1번지 일원,37022,1950~2005,100,209,176,6,4,23,,769,136,591,42,727,,484,215,28,,42,42,,,100~200%,250%,176,135,조합,2014,2023,,,,2009-12-21,2018-12-24,2008-05-19,,,2010-05-28,2014-01-28,2020-03-13,2021-11-16,,,,,031-828-8844,
의정부시,착공,재개발,장암3구역,경기도 의정부시 신곡동 435-3번지 일원,33881,1973~2004,127,460,386,14,9,51,,815,296,407,112,703,,319,382,,2,112,45,67,,100~200%,300%,242,225,조합,2015,2022,,2008-12-31,2009-06-29,2010-04-12,2016-12-09,2008-06-17,,,2011-10-27,2018-12-27,2021-05-27,2023-10-24,,,,,031-828-8845,
의정부시,사업시행,재개발,장암5구역,경기도 의정부시 신곡동 406번지 일원,48091,1980~2010,,912,,,,,,954,905,,49,905,,340,502,61,2,49,49,,,100~200%,250%,497,497,조합,2018,2028,,,2017-08-31,2018-10-19,2020-09-16,2019-05-10,,,2020-10-16,2023-12-22,,,,,,,031-828-8812,
의정부시,조합설립,재개발,장암6구역,경기도 의정부시 신곡동 351-12번지 일원,16735,1980~1990,85,255,6,192,49,7,1,379,360,,19,360,,166,194,,,19,19,,,100~200%,250%,225,,조합,2023,2032,,,,2023-12-05,,2024-03-18,,,2024-07-17,,,,,,,,031-828-8812,
의정부시,조합설립,재개발,호원2구역,경기도 의정부시 호원동 250-17번지 일원,28016,1980~1990,74,442,,,,,,611,579,,32,579,,,,,,32,,,,100~200%,250%,447,,조합,2023,2032,,,,2024-04-16,,2024-06-28,,,2024-10-31,,,,,,,,031-828-8843,
의정부시,추진위원회,재개발,가능8구역,경기도 의정부시 nan,,,,1016,,,,,,,,,,1136,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의정부시,추진위원회,재개발,장암2구역,경기도 의정부시 신곡동 602-13번지 일원,127296,1980~1990,581,779,245,79,140,98,217,2319,901,,215,2104,,916,890,298,,215,98,117,,100~200%,250%,888,,조합,2023,2032,,,,2024-12-31,,2025-04-18,,,,,,,,,,,031-828-8813,
의정부시,추진위원회,재개발,가능중앙구역,경기도 의정부시 가능동 619번지 일원,92213,1980~1990,391,903,244,187,178,46,248,1701,947,,112,1589,77,629,883,,,112,83,29,,100~200%,250%,954,,조합,2023,2032,,,,2025-02-25,,2025-09-08,,,,,,,,,,,031-828-8845,
의정부시,추진위원회,재개발,의정부9구역,경기도 의정부시 의정부동 404-13번지 일원,96123,1980~1990,461,952,21,77,336,270,248,1850,777,,93,1757,,785,887,85,,93,93,,,100~200%,250%,444,,조합,2023,2032,,,,2025-02-17,,,,,,,,,,,,,031-828-8844,
의정부시,추진위원회,재개발,가능3구역,경기도 의정부시 가능동 681-2번지 일원,100198,1980~1990,364,789,13,60,180,206,330,1600,752,768,80,1520,,635,263,622,,80,80,,,100~200%,250%,836,,조합,2023,2032,,,,2025-01-07,,,,,,,,,,,,,031-828-8842,
의정부시,추진위원회,재개발,중앙1구역,경기도 의정부시 의정부동 365-22번지 일원,68771,1980~1990,328,328,,64,51,213,,1293,620,607,66,1227,,460,688,79,,66,66,,,100~200%,250%,700,,조합,2025,2034,,,,2025-04-03,,2025-09-10,,,,,,,,,,,031-828-8844,
의정부시,추진위원회,재개발,가능6구역,경기도 의정부시 가능동 665-7번지 일원,50537,1980~1990,179,179,3,2,10,17,147,900,384,468,48,852,,151,701,,,48,48,,,100~200%,250%,400,,조합,2025,2034,,,,2025-04-02,,2025-09-04,,,,,,,,,,,031-828-8845,
의정부시,준공,재개발,중앙2구역,경기도 의정부시 의정부동 380번지 일원,132480,1975~2005,583,1858,1558,56,38,206,,2473,930,1393,150,2323,,1444,813,66,,150,150,,,100~200%,257%,962,827,조합,2014,2025,,,,2010-07-16,2019-04-12,2008-05-15,,,2011-01-31,2015-03-31,2016-11-04,2019-08-21,2019-08-22,2022-07-27,2023-03-13,,031-828-8842,
의정부시,착공,재개발,금오1구역,경기도 의정부시 금오동 65-3번지 일원,32509,1951~2001,82,432,362,13,9,48,,832,376,414,42,790,85,468,237,,,42,42,,,100~200%,275%,413,377,조합,2012,2024,,,,2010-08-24,2017-12-14,2008-06-04,,,2011-02-10,2012-12-07,2019-04-19,2022-02-23,2023-10-30,,,,031-828-8843,
의정부시,조합설립,재개발,의정부역2구역,경기도 의정부시 의정부동 584-9번지 일원,22952,1980~1990,60,353,,,,,,305,289,,16,289,,70,52,167,,16,16,,,100~200%,250%,285,,조합,2023,2032,,,,2023-09-25,,2023-11-30,,,2024-08-30,,,,,,,,031-828-8842,
의정부시,추진위원회,재개발,가재울구역,경기도 의정부시 가능동 28-3번지 일원,29630,1980~1990,105,105,19,8,13,9,56,698,168,494,36,662,,378,284,,,36,36,,,100~200%,250%,193,,조합,2023,2032,,,,2024-12-30,,2025-06-23,,,,,,,,,,,031-828-8843,
의정부시,추진위원회,재개발,가능4구역,경기도 의정부시 가능동 606-18번지 일원,79340,1980~1990,345,634,10,39,257,187,141,1368,547,,69,1299,,582,717,,,69,69,,,100~200%,250%,547,,조합,2023,2032,,,,2025-01-15,,,,,,,,,,,,,031-828-8843,
의정부시,정비구역,재개발,가능11구역,경기도 의정부시 가능동 355-3번지 일원,15843,1980~1990,48,47,,21,24,2,,310,66,,20,290,,45,245,,,20,20,,,100~200%,250%,66,,조합,2023,2032,,,,2025-01-09,,,,,,,,,,,,,031-828-8844,
의정부시,준공,재건축,송산1구역,경기도 의정부시 용현동 241번지 일원,96152,1989,41,1580,720,860,,,,2571,1566,831,174,2397,,1129,1200,68,0,174,,174,,85%,290%,1569,1505,조합,2016,2022,,2008-12-31,2011-01-16,2012-04-24,2019-03-26,2012-11-02,,2000-12-20,2014-12-29,2016-11-01,2017-09-25,2018-11-01,2018-11-02,2021-12-20,2022-05-25,,031-828-8843,
의정부시,준공,재개발,장암4구역,경기도 의정부시 장암동 34-1번지 일원,47200,1951~2004,72,174,146,5,4,19,,677,121,522,34,643,27,116,447,53,,34,12,22,,100~200%,250%,168,123,조합,2013,2021,,,,2010-04-12,2015-11-02,2008-06-03,,,2010-09-03,2013-09-11,2016-02-29,2017-06-20,2017-07-13,2021-07-07,2021-11-11,,031-828-8845,
이천시,관리처분,재개발,이천관고동,경기도 이천시 관고동 226번지 일원,32400,1986,62,284,,209,38,37,,616,221,364,31,585,,302,283,,,31,31,,,200%,238%,247,220,조합,2013,2025,,,,2013-05-01,2019-10-18,2018-04-09,,,,2020-12-31,2022-05-04,,,,,,031-644-7132,
파주시,관리처분,재개발,새말지구,경기도 파주시 금촌동390-36,157201,1980,328,950,950,,,,,2563,635,1799,129,2434,,1058,1376,,,129,90,39,,120%,248%,815,793,조합,2019,2023,,,2008-01-11,2009-02-25,2023-06-16,2009-06-03,,,2009-09-22,2020-06-30,2021-12-30,,,,,,031-940-4776,
파주시,준공,재건축,초원연립,"경기도 파주시 문산읍 당동리 산38-1, 산38-8",2274,1986,6,37,,36,1,,,66,37,29,,66,16,50,,,,,,,,95%,180%,37,37,조합,2016,2019,,,,,,2014-11-20,,2014-08-21,2015-02-03,2015-12-15,2016-04-26,2016-05-12,,2019-08-30,2019-09-26,,031-940-4775,
파주시,착공,재개발,금촌2동제2지구,경기도 파주시 금촌동 337-15,35772,1971,146,319,319,,,,,1055,139,863,53,152,397,580,25,,,903,53,,,180%,,236,139,조합,2018,2022,,,2009-06-12,2009-06-12,2018-05-11,2010-01-18,,,2010-07-26,2018-07-24,2020-04-22,2022-09-27,,,,,031-940-4776,
파주시,관리처분,재개발,문산3리지구,경기도 파주시 문산읍 문산리81-61 일원,47309,1986,185,285,285,,,,,951,223,680,48,903,,548,355,,,48,48,,,180%,250%,223,152,조합,2019,2023,,,2006-02-20,2008-07-24,2020-07-28,2008-09-12,,,2008-12-08,2020-09-08,2021-10-29,,,,,,031-940-4775,
파주시,관리처분,재개발,문산1-5,경기도 파주시 문산읍 문산리 31-1번지일원,25297,1990,24,394,394,,,,,668,384,250,34,634,67,349,218,,,34,34,,,248%,299%,384,384,조합,2019,2023,2009-10-26,2013-05-31,2013-06-03,2013-06-03,2019-08-06,2009-12-02,,,2017-05-24,2020-06-30,2022-10-14,,,,,,031-940-4775,
파주시,착공,재건축,협신연립,경기도 파주시 아동동 275-13,5614,1984,6,96,,96,,,,115,96,19,,115,5,45,65,,,,,,,89%,179%,94,63,조합,2011,2025,,,,,,2007-12-24,,2007-08-10,2008-04-16,2011-03-02,2011-12-26,2012-06-14,,,,,031-940-4776,
파주시,관리처분,재개발,율목지구,경기도 파주시 금촌동341,54033,1975,187,304,304,,,,,1213,203,949,61,203,124,462,566,,,1010,61,,,180%,,282,199,조합,2018,2022,,,2008-09-22,2008-09-22,2018-05-11,2008-12-15,,,2009-10-30,2018-07-24,2020-03-27,,,,,,031-940-4775,
평택시,준공,재건축,비전주공1,경기도 평택시 비전동 488,30157,1985,13,450,,450,,,,553,145,408,,553,,23,296,234,,,,,,80%,230%,418,417,조합,2007,2009,,,,2006-01-16,,2003-05-31,2003-03-06,2003-04-30,,2006-01-23,2006-10-27,2007-03-19,,2011-01-27,2011-08-22,,031-8024-4172,
평택시,준공,재건축,비전주공2,경기도 평택시 비전동 143,42325,1987,22,810,,810,,,,903,725,178,,903,,208,466,229,,,,,,104%,215%,799,799,조합,2007,2009,,,,2006-03-20,,2003-12-24,2003-04-28,2003-06-02,,2006-03-23,2006-09-28,2007-05-18,2007-05-25,2009-11-16,2010-01-21,,031-8024-4172,
평택시,준공,재건축,서정주공1,경기도 평택시 서정동 241,43221,1985,21,582,,582,,,,828,570,258,,828,,72,373,301,82,,,,,80%,230%,595,594,조합,2007,2009,,,,,,2003-06-23,2003-05-20,2003-06-12,,2006-03-21,2006-10-27,2007-08-06,2007-08-23,2010-01-29,2010-05-20,,031-8024-4174,
평택시,준공,재건축,서정주공2,경기도 평택시 서정동 13,40540,1985,15,450,,450,,,,718,444,274,,718,,56,340,268,54,,,,,80%,220%,460,460,조합,2007,2009,,,,,,2003-05-20,2003-03-06,2003-04-30,,2006-04-24,2006-10-27,2007-04-24,2007-05-08,2009-06-29,2009-07-09,,031-8024-4174,
평택시,준공,주거환경개선,지산지구,경기도 평택시 평택시 지산동 692,30613,1960~1980,106,148,148,,,,,,,,,,,,,,,,,,,180%,,113,,市,2006,2014,,,,,,,,,,2008-06-25,,2011-02-20,,2014-12-18,,,031-8024-4136,
평택시,준공,주거환경개선,세교지구,경기도 평택시 평택시 세교동 123,17261,1960~1980,68,85,85,,,,,,,,,,,,,,,,,,,180%,,78,,市,2006,2016,,,,2015-12-07,,,,,,2008-06-25,,2010-08-09,,2016-06-17,,,031-8024-4136,
평택시,예정구역,재건축,지산5,경기도 평택시 지산동 1095,24555,1992,14,414,,,210,204,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산3,경기도 평택시 지산동 1028,11750,1991,2,300,,,300,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,주거환경개선,송탄-06,경기도 평택시 서정동 893-13,61461,1968~2008,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,재개발,통복1,경기도 평택시 통복동 35-3,43188,1952~2016,186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,031-8024-4132,
평택시,예정구역,재건축,독곡1,경기도 평택시 독곡동 464,32170,1992,8,483,,,,243,240,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산1,경기도 평택시 지산동 1029,19666,1992,11,360,,90,270,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산2,경기도 평택시 지산동 1089,8882,1992,3,299,,,299,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,지산4,경기도 평택시 지산동 1091,13170,1992,3,216,,,,216,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,서정1,경기도 평택시 서정동 793,27152,1989,11,520,,,520,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,서정2,경기도 평택시 서정동 794,19330,1987,12,420,,,420,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,이충1,경기도 평택시 이충동 478,27173,1990,13,490,,490,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,합정1,경기도 평택시 합정동 829,59695,1992,23,1164,,1164,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,031-8024-4172,
평택시,예정구역,재건축,동삭1,경기도 평택시 동삭동 340-6,27930,1992,7,612,,,78,534,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4172,
평택시,예정구역,주거환경개선,송탄-01,경기도 평택시 신장동 624-22,53185,1967~2016,172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,송탄-02,경기도 평택시 신장동 280-46,40968,1963~2018,196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2023-12-31,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,송탄-03,경기도 평택시 서정동 570-65,55457,1957~2018,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2023-12-31,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,송탄-05,경기도 평택시 서정동 873-29,67895,1976~2017,202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4136,
평택시,예정구역,주거환경개선,팽성-01,경기도 평택시 팽성읍 송화리 50-15,50582,1972~2017,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,031-8024-4136,
평택시,조합설립,재개발,평택1,경기도 평택시 평택동 76,33814,1952~2000,50,50,,14,15,21,,1757,270,1437,50,1707,,,1391,316,,50,50,,,900%,1300%,339,333,조합,2023,2030,2021-06-04,2023-12-31,,,,2025-03-25,,,,,,,,,,,031-8024-4132,
평택시,예정구역,주거환경개선,송탄-04,경기도 평택시 신장동 267-292,64789,1966~2016,215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2023-12-31,,,,,,,,,,,,,,,031-8024-4136,
평택시,준공,주거환경개선,두정지구,경기도 평택시 팽성읍 두정리 45-2,63029,,79,,,,,,,,,,,,,,,,,,,,,,100%,,,市,2014,2020,,,,,,,,,,2016-02-29,,2017-06-29,,2020-12-31,,,031-8024-4136,
평택시,준공,재건축,서정연립,경기도 평택시 서정동 780,56888,1986,25,420,,420,,,,1105,407,698,,1107,,254,853,,,,,,,50%,228%,399,399,조합,2012,2024,,,,2015-02-03,,2013-05-02,2009-11-18,2010-09-16,,2018-07-03,2020-02-07,2021-09-17,2021-12-16,2024-09-02,2024-11-27,,031-8024-4174,
평택시,착공,재건축,합정주공,경기도 평택시 합정동 835,75646,1989~1990,33,1374,784,590,,,,1918,1241,677,,1918,,665,1177,68,8,,,,,104%,299%,1325,1282,조합,2015,2027,,,,2020-12-03,,2018-03-21,,2016-08-17,,2021-06-29,2022-05-06,2024-06-24,,,,,031-8024-4172,
평택시,관리처분,재개발,세교1구역,경기도 평택시 세교동 202-5,68593,1962-2005,146,453,453,,,,,1573,249,14,1310,263,,132,131,,,1310,80,1051,179,250%,297%,434,249,조합,2008,2028,,,,,,2008-10-21,,,,2010-07-19,2015-09-10,,,,,,031-8024-4132,
평택시,관리처분,재건축,송원.현대연립,경기도 평택시 독곡동 359-5,15622,1985,10,156,,156,,,,259,116,143,,259,,,259,,,,,,,57%,220%,153,113,조합,2011,2030,,,,,,2003-06-26,2003-05-20,2003-06-12,,2011-09-23,2019-12-02,,,,,,031-8024-4146,
평택시,예정구역,재건축,남산1,경기도 평택시 팽성읍 남산리 산76-9,11310,1997,5,90,,,,90,,,,,,,,,,,,,,,,,180%/250%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4172,
평택시,예정구역,재건축,이충2,경기도 평택시 이충동 381,58242,1993,14,1266,,,,1146,120,,,,,,,,,,,,,,,,250%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,031-8024-4174,
평택시,예정구역,재건축,서정3,경기도 평택시 서정동 909-1,22270,1988,10,380,7,373,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,031-8024-4174,
하남시,준공,재개발,C구역,경기도 하남시 덕풍동 285-31번지 일대,49646,1985,219,1046,305,652,89,,,980,334,596,50,930,12,538,380,,,50,42,8,,230%,250%,343,267,조합,2010,2025,2008-10-07,2010-09-30,2008-10-31,2010-09-17,2014-10-27,2012-12-31,,,,2016-04-01,2018-07-30,2021-08-12,2021-09-23,2024-03-28,2024-12-03,,031-790-5737,
하남시,정비구역,재개발,하남시청역 일원,경기도 하남시 신장동 446-18번지 일원,110415,1980~2000,465,465,,,465,,,2036,732,1196,108,1928,,5,968,955,,108,,91,17,200%,250%,752,,미정,2025,2030,,,2025-07-01,2025-07-01,,,,,,,,,,,,,031-790-5162,
화성시,예정구역,재개발,매송02,경기도 화성시 천천리 204-1,66163,1970~1990,,258,,258,,,,,,,,,,,,,,,,,,180%,220%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,매송01,경기도 화성시 어천리 469,32090,1970~1990,,161,,161,,,,,,,,,,,,,,,,,,180~500%,220~800%,,,,,,2022-03-04,2024-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,향남02,경기도 화성시 평리 96-6,22976,1970~1990,,154,,154,,,,,,,,,,,,,,,,,,180~500%,220~800%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,화산01,경기도 화성시 송산동 135-8,22374,1970~1990,,142,,142,,,,,,,,,,,,,,,,,,180%,220%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,정남09,경기도 화성시 괘랑리 1163-22,11807,1970~1990,,94,,94,,,,,,,,,,,,,,,,,,180%,220%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,봉담1-2,경기도 화성시 수영리 649-3,41771,1970~1990,,194,,194,,,,,,,,,,,,,,,,,,180~500%,220~800%,,,,,,2022-03-04,2030-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,향남2-3,경기도 화성시 발안리133-2,14726,1970~1990,,135,,135,,,,,,,,,,,,,,,,,,230~500%,270~800%,,,,,,2022-03-04,2030-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,안녕1-1,경기도 화성시 안녕동 46-4,74400,1970~1990,,546,,546,,,,,,,,,,,,,,,,,,180~230%,220~270%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,사업시행,재건축,화산주택,경기도 화성시 송산동 97-15,17339,1987,7,198,,,135,63,,350,350,,,350,,60,268,22,,,,,,102%,240%,215,205,조합,2013,,,,,2023-03-24,,2024-09-06,,2012-10-26,,,,,,,,,031-5189-3237,
화성시,조합설립,재건축,신현대2차아파트,경기도 화성시 송산동 97-2,11749,1992,,282,282,,,,,,,,,,,,,,,,,,,200%,250%,,,,,,2022-03-04,2030-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,조합설립,재건축,신현대아파트,경기도 화성시 송산동 97-129,9501,1991,,264,264,,,,,,,,,,,,,,,,,,,200%,250%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재건축,화남아파트,경기도 화성시 진안동 506,10422,1990,,415,415,,,,,,,,,,,,,,,,,,,200%,250%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,안녕03,경기도 화성시 송산동 142-3,82958,1970~1990,,439,,439,,,,,,,,,,,,,,,,,,180~200%,220~250%,,,,,,2022-03-04,2024-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,향남01,경기도 화성시 상신리 623,26558,1970~1990,,128,,128,,,,,,,,,,,,,,,,,,180~200%,220~250%,,,,,,2022-03-04,2027-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,진안1-2,경기도 화성시 진안동 524-7,11738,1970~1990,,42,,42,,,,,,,,,,,,,,,,,,180%,220%,,,,,,2022-03-04,2030-12-31,,,,,,,,,,,,,,,031-5189-3237,
화성시,예정구역,재개발,우정2-1,경기도 화성시 조암리 270-38,35944,1970~1990,,264,,264,,,,,,,,,,,,,,,,,,230~500%,270~800%,,,,,,2022-03-04,2030-12-31,,,,,,,,,,,,,,,031-5189-3237,
